web-scraper-order,web-scraper-start-url,data,image-src,name
"1761510349-79","https://www.behatsdaa.org.il/card/shops?walletId=2868","לרשימת הסניפים","https://pics.k4a.co.il/share/NewUploads/BusinessLogo/bbd430b7-4b8f-43eb-abf3-92c82581137a.png","נולה"
"1761510349-80","https://www.behatsdaa.org.il/card/shops?walletId=2868","לרשימת הסניפים","https://pics.k4a.co.il/share/NewUploads/BusinessLogo/0f086281-0eb4-4ce8-95ed-312b9248c905.png","נאפיס חולון"
"1761510349-81","https://www.behatsdaa.org.il/card/shops?walletId=2868","לרשימת הסניפים","https://pics.k4a.co.il/share/NewUploads/BusinessLogo/3a231b0b-3749-4e04-bda1-6fcf0560b5d0.png","פלומינו"
"1761510349-82","https://www.behatsdaa.org.il/card/shops?walletId=2868","לרשימת הסניפים","https://pics.k4a.co.il/share/NewUploads/BusinessLogo/8165b9b3-c685-46bd-8b4b-09fdae529583.png","רוסטרס"
"1761510349-83","https://www.behatsdaa.org.il/card/shops?walletId=2868","לרשימת הסניפים","https://pics.k4a.co.il/share/NewUploads/BusinessLogo/44b3b5af-4160-48a8-bac1-693f3857987d.png","הודו הקטנה באר שבע"
"1761510349-84","https://www.behatsdaa.org.il/card/shops?walletId=2868","לרשימת הסניפים","https://pics.k4a.co.il/share/NewUploads/BusinessLogo/6879c9fb-de49-4bad-948a-90f7c4742f09.png","מבשלת בירה הגיבור"
"1761510349-85","https://www.behatsdaa.org.il/card/shops?walletId=2868","לרשימת הסניפים","https://pics.k4a.co.il/share/NewUploads/BusinessLogo/b5e88f79-09c5-4ada-8414-8fb14866e6eb.png","בליקר בייקרי כפר סבא"
"1761510349-86","https://www.behatsdaa.org.il/card/shops?walletId=2868","לרשימת הסניפים","https://pics.k4a.co.il/share/NewUploads/BusinessLogo/b2f17159-be08-4f74-b5fe-813051883ebb.png","בליקר בייקרי רמת גן"
"1761510349-87","https://www.behatsdaa.org.il/card/shops?walletId=2868","לרשימת הסניפים","https://pics.k4a.co.il/share/NewUploads/BusinessLogo/b1ac42a9-546f-4349-8f26-9b9dd4fb2f1c.png","בליקר בייקרי רעננה"
"1761510349-88","https://www.behatsdaa.org.il/card/shops?walletId=2868","לרשימת הסניפים","https://pics.k4a.co.il/share/NewUploads/BusinessLogo/1baf6d64-a022-4ca8-89ad-456d5f3959bb.png","קפה פיצה ואוירה בעמ"
